timestamp(ms),AccelX,AccelY,AccelZ,AccelXExp,AccelYExp,AccelZExp,
"1701189612.978","-514",,,,,,
"1701189612.979",,"1923","-238","-530","1921","-154",
"1701189613.06","216","1994","246","194","2049",,
"1701189613.061",,,,,,"218",
"1701189613.141","-279","1386","377","-231","1400","331",
"1701189613.222","-121","1466","110","-135","1481","120",
"1701189613.304","157","2184","505","160","2153","496",
"1701189613.385","-49","2979","790","13","2937","754",
"1701189613.464","-372","3018","186","-342","2991","200",
"1701189613.545","-368","2595","915","-430","2604","780",
"1701189613.626","530","1930","328","471","1890","316",
"1701189613.707","-456","-18","-101","-414","62","-96",
"1701189613.787","147","1240","1488","114","1204","1414",
"1701189613.868","-187","1868","1053","-134","2217","1116",
"1701189613.949","-663","1440","322","-691","1636","351",
"1701189614.03","122","2775","133","76","2710","98",
"1701189614.111","84","1333","233","102","1414","243",
"1701189614.192","-285","1475","81","-296","1473",,
"1701189614.193",,,,,,"99",
"1701189614.273","111","1684","439","86","1678","418",
"1701189614.352","171","2668","729","145","2620","710",
"1701189614.433","202","2901","435","156","2905","462",
"1701189614.514","-813","2716","-30","-770","2759",,
"1701189614.515",,,,,,"11",
"1701189614.595","211","1645","157","158","1738","228",
"1701189614.676","-266","469","-189","-208","574","-165",
"1701189614.76","-129","349","669","-164","358","633",
"1701189614.839","655","2939","1814","579","2933","1792",
"1701189614.919","-604","1373","628","-626","1658","600",
"1701189614.999","41","2909","230","-2","2846","191",
"1701189615.08","136","1289","-237","147","1356",,
"1701189615.081",,,,,,"-169",
"1701189615.161","-301","1373","291","-308","1349",,
"1701189615.162",,,,,,"307",
"1701189615.242","159","1842","389","148","1815","359",
"1701189615.321","296","2714","485","245","2661","497",
"1701189615.402","-118","2815","518","-132","2810","533",
"1701189615.483","-531","2630","-48","-506","2632","-19",
"1701189615.564","-599","1968","561","-564","2037","532",
"1701189615.645","220","1281","96",,,,
"1701189615.646",,,,"191","1294","94",
"1701189615.725","-316","11","313","-303","41","297",
"1701189615.819","520","3856","2189","504","3520","2108",
"1701189615.887","-894","3023","647","-811","2859","675",
"1701189615.968","-526","3050","-575","-583","2867","-477",
"1701189616.049","459","1716","452","410","1824","407",
"1701189616.13","-324","1422","362","-288","1406","314",
"1701189616.211","7","1502","302","-10","1501","277",
"1701189616.292","47","2371","444","50","2308",,
"1701189616.293",,,,,,"429",
"1701189616.373","-321","2901","864","-262","2882","812",
"1701189616.454","135","2649","312","125","2651","320",
"1701189616.535","-474","2571","311","-475","2596","320",
"1701189616.614","116","1682","92","80","1753","178",
"1701189616.695","-251","405","-104","-209","513","-91",
"1701189616.774","52","989","1218","32","955","1141",
"1701189616.86","208","2704","1289","211","2839","1340",
"1701189616.934","-997","673","609","-961","948","651",
"1701189617.015","158","3207","27","90","3077","10",
"1701189617.096","245","1422","-135","236","1485",,
"1701189617.097",,,,,,"-51",
"1701189617.177","-281","1456","51","-277","1445","65",
"1701189617.26","19",,,,,,
"1701189617.261",,"1652","376","1","1620","355",
"1701189617.339","425","2733","713","390","2657","707",
"1701189617.419","-40","2808","488","-28","2817","500",
"1701189617.5","-796","2997","43","-778","3000","76",
"1701189617.581","93","1784","97","15","1875","189",
"1701189617.661","-29","642","-182","13","726","-151",
"1701189617.742","-377","131","552","-380","137","509",
"1701189617.823","640","4000","1946","586","3636",,
"1701189617.824",,,,,,"1921",
"1701189617.917","-941","2626","933","-888","2574","858",
"1701189617.983","-231","2729","-278","-276","2586","-217",
"1701189618.064","371","1663","453","344","1759","408",
"1701189618.145","-304","1537","236","-284","1516","209",
"1701189618.226","-15","1521","225","-37","1532","227",
"1701189618.307","54","2326","470","69","2284","444",
"1701189618.387","83","2923","643","95","2890","632",
"1701189618.468","-781","2942","20","-721","2927","43",
"1701189618.55","-565","2482","1001","-569","2474","874",
"1701189618.63","434","1620","84","388","1611","90",
"1701189618.71","-478","-78","17","-442","-32","27",
"1701189618.792","602","2646","2281","521","2505","2111",
"1701189618.871","-828","2466","687",,,,
"1701189618.872",,,,"-713","2667","717",
"1701189618.95","-944","1385","116","-920","1548","141",
"1701189619.031","185","2707","173","122","2654","141",
"1701189619.11","329","1240","84","326","1306","140",
"1701189619.191","-293","1545","177","-275","1525","181",
"1701189619.272","20","1896","311",,,,
"1701189619.273",,,,"1","1880","321",
"1701189619.353","167","2852","814","153","2804","776",
"1701189619.434","34","2717","371","13","2736","397",
"1701189619.514","-764","2730","126",,,,
"1701189619.515",,,,"-737","2763","165",
"1701189619.596","410","1893","359","345","1957","410",
"1701189619.676","-337","394","-206","-273","497","-179",
"1701189619.757","-452","284","858","-447",,,
"1701189619.758",,,,,"297","791",
"1701189619.838","846","3803","2031","774","3469","2020",
"1701189619.919","-707","2320","776","-717","2373","693",
"1701189620","-251","2649","-518","-301","2512","-436",
"1701189620.081","337","1735","641","321","1817","583",
"1701189620.162","-140","1572","215","-122","1547",,
"1701189620.163",,,,,,"194",
"1701189620.241","-244","1550","302","-264","1536",,
"1701189620.242",,,,,,"283",
"1701189620.322","272","2299","442","251","2258","425",
"1701189620.401","31","2900","497","61","2890","489",
"1701189620.482","-832",,,,,,
"1701189620.483",,"2803","85","-764","2806","99",
"1701189620.563","-377","2748","1032","-413","2707","899",
"1701189620.644","514","1658","60","463","1673","89",
"1701189620.724","-473","-8","-5","-436","29","-1",
"1701189620.806","207","1719","1971","178","1670",,
"1701189620.807",,,,,,"1847",
"1701189620.885","-381","2084","1130","-297","2440",,
"1701189620.886",,,,,,"1140",
"1701189620.966","-708","1390","286","-733","1510","319",
"1701189621.047","363","2834","185","299","2746","151",
"1701189621.126","285","1072","-69","288","1188","-2",
"1701189621.207","-536","1548","325","-495","1547","327",
"1701189621.288","135","1836","89","101","1801","113",
"1701189621.369","355","2766","629","306","2719","624",
"1701189621.45","67",,,,,,
"1701189621.451",,"2943","287","39","2941","316",
"1701189621.531","-907","2805","5","-883","2797","10",
"1701189621.612","246","1858","132","185","1941","237",
"1701189621.692","-182","372","-137","-130","484","-117",
"1701189621.773","-199","151","750","-211","165","706",
"1701189621.854","576","3427","1802","495","3225","1806",
"1701189621.933","-735","1847","612","-809","1999","550",
"1701189622.014","-34","2928","-170","-86","2807","-155",
"1701189622.095","222","1583","257","218","1635","233",
"1701189622.176","-277","1562","204","-251","1535","176",
"1701189622.257","93","1589","430","65","1584","399",
"1701189622.338","96","2417","600","95","2374","564",
"1701189622.419","186","3086","575","170","3042","569",
"1701189622.5","-650","2785","-82","-588","2786","-56",
"1701189622.58","-279","2279","937","-296","2276","830",
"1701189622.661","240","1333","-66","240","1359","-55",
"1701189622.742","-393","-46","184","-374","-9","163",
"1701189622.823","612","3745","2382","550","3478","2228",
"1701189622.904","-1250","3045","68","-1158","2996","288",
"1701189622.984","-712","1530","20","-699","1663",,
"1701189622.985",,,,,,"63",
"1701189623.066","479","2253","97","419","2274","86",
"1701189623.145","3","1507","200","41","1506","183",
"1701189623.226","-409","1531","430","-426","1528",,
"1701189623.227",,,,,,"408",
"1701189623.307","195","2214","539","201","2161","495",
"1701189623.388","28","2991","715","65","2947","689",
"1701189623.468","-583","3149","-53","-539","3130","-16",
"1701189623.549","-385","2399","932",,,,
"1701189623.55",,,,"-447","2418","779",
"1701189623.644","513","1500","4","468","1492",,
"1701189623.645",,,,,,"11",
"1701189623.71","-540","-456","57","-496","-378","38",
"1701189623.792","594","3538","2463","535","3246","2304",
"1701189623.871","-1209","4331","459",,,,
"1701189623.872",,,,"-946","4057","689",
"1701189623.955","-944","2258","-493","-919","2221","-376",
"1701189624.033","637","2369","339","576","2389","303",
"1701189624.114","-33","1234","48","-17","1237","58",
"1701189624.194","-81","1426","493","-74","1419",,
"1701189624.195",,,,,,"439",
"1701189624.275","211","2232","460","200","2183","438",
"1701189624.356","65","2776","634","106","2762","638",
"1701189624.437","-932","3297","132","-879","3233","147",
"1701189624.518","-468","2787","755","-492","2764","682",
"1701189624.599","616","1576","153","557","1575","160",
"1701189624.694","-492","-179","-28","-454","-133","-16",
"1701189624.759","236","1881","1597","165","1758","1531",
"1701189624.838","-623","2823","1123","-574","3041","1207",
"1701189624.919","-1307","786",,,,,
"1701189624.92",,,"261","-1248","1044","199",
"1701189625","325","3575","-91","214","3427","-119",
"1701189625.081","232","1152","495","250","1288",,
"1701189625.082",,,,,,"471",
"1701189625.162","-238","1436","130","-234","1416","135",
"1701189625.243","84","1645","365","61","1619","360",
"1701189625.324","233","2693","684","206","2631","686",
"1701189625.405","52","2900","359","18","2899","393",
"1701189625.485","-1015","2900","38","-959","2959","95",
"1701189625.567","566","1758","115","451","1886","219",
"1701189625.647","-244","91","-187","-155","226","-165",
"1701189625.738","64","139","880","37","140","825",
"1701189625.809","580","2577","1941","520","2499","1895",
"1701189625.89","-360","3455","207","-537","3386","238",
"1701189625.971","-564","2533","-59","-604","2461","-40",
"1701189626.051","490","1587","-170","456","1648","-140",
"1701189626.132","-171","1471","288","-122","1456","276",
"1701189626.211","89","1710","285","65","1673","303",
"1701189626.292","98","2569","798","91","2530","784",
"1701189626.373","164","3046","437","132","3020","456",
"1701189626.454","-802","2862","-64","-771","2910","-4",
"1701189626.535","431","2030","433","366","2101","477",
"1701189626.616","-211","171","-173","-165","285","-144",
"1701189626.698","202","344","917","159","344","848",
"1701189626.779","-225","3029","1782","-179","3089","1743",
"1701189626.859","-997","989","252","-959",,,
"1701189626.86",,,,,"1263","308",
"1701189626.94","77","3193","-112","20","3097","-136",
"1701189627.02","101","1327","178","93","1409","204",
"1701189627.101","-126","1471","24","-133","1447","55",
"1701189627.182","58","1651","484","46","1621","457",
"1701189627.262","342","2529","630","294","2481","626",
"1701189627.342","303","2900","438","270","2879",,
"1701189627.343",,,,,,"456",
"1701189627.423","-934","2716","-162","-858","2735","-122",
"1701189627.504","-62","2041","654","-84","2097",,
"1701189627.505",,,,,,"634",
"1701189627.585","149","1036","-98","179",,,
"1701189627.586",,,,,"1117","-69",
"1701189627.665","-292","-9","359","-297","17",,
"1701189627.666",,,,,,"334",
"1701189627.746","1155","3503","2478","1020","3186","2276",
"1701189627.826","-1418","3777","818","-1109","3487","884",
"1701189627.906","-831","1981","-372","-817","2013","-299",
"1701189627.987","597","2458","495","546","2493","428",
"1701189628.068","-278","1328","156","-234",,,
"1701189628.069",,,,,"1345","152",
"1701189628.149","-106","1364","321","-120","1372","300",
"1701189628.23","122","2145","626","122","2101","594",
"1701189628.324","148","2721","636","150","2705","629",
"1701189628.392","-773","3479","94",,,,
"1701189628.393",,,,"-723","3420","117",
"1701189628.473","-130","2354","922","-207","2384","775",
"1701189628.554","467","1388","-160","427","1384","-139",
"1701189628.634","-624","-324","272","-590","-265","223",
"1701189628.715","1319","3456","2171","1160","3181","2014",
"1701189628.796","-1020","3969","147","-777","3818","514",
"1701189628.877","-1045","2213","-495","-1023","2200","-373",
"1701189628.958","566","2390","414","504","2413","348",
"1701189629.037","-431","1300","521","-343","1324","467",
"1701189629.118","-80",,,,,,
"1701189629.119",,"1351","22","-95","1360","35",
"1701189629.198","-48","2050","494","-44","1998",,
"1701189629.199",,,,,,"472",
"1701189629.279","140","2739","821","176","2704","782",
"1701189629.358","-581","3260","169","-514","3190","188",
"1701189629.439","-704","2929","632","-646",,,
"1701189629.44",,,,,"2911","582",
"1701189629.52","258","1788","-17","226","1784","-4",
"1701189629.601","-674","-628","127","-624","-511",,
"1701189629.602",,,,,,"117",
"1701189629.682","793","2122","1520","742","2004","1488",
"1701189629.763","-455","2197","258","-307","2565",,
"1701189629.764",,,,,,"378",
"1701189629.843","-1140","1582","-360","-1115","1740","-254",
"1701189629.925","214","2667","231","147","2657","178",
"1701189630.005","-227","1244","396","-184","1283","364",
"1701189630.086","16","1212","14","7","1240","23",
"1701189630.165","60","2065","353","42","2003","346",
"1701189630.246","-34","2848","838","-22","2799","802",
"1701189630.327","-138","3058","308","-113","2995","313",
"1701189630.408","-502","3207","644","-509","3168","580",
"1701189630.489","418","1728","274","370","1758","269",
"1701189630.569","-301","100","-354","-263","178","-316",
"1701189630.65","-11","1379","1250","-11",,,
"1701189630.651",,,,,"1289","1155",
"1701189630.729","482","1478","1169","454","1815","1207",
"1701189630.811","-1407","821","735","-1304","1212",,
"1701189630.812",,,,,,"679",
"1701189630.892","208","3197","84","108","3081","39",
"1701189630.973","-68","1262","331","13","1389","319",
"1701189631.053","-106","1393","-65","-121","1383","-50",
"1701189631.134","4","1600","375","-7","1587",,
"1701189631.135",,,,,,"352",
"1701189631.215","424","2744","790","407","2690","757",
"1701189631.296","-112","2816","261",,,,
"1701189631.297",,,,"-107","2818","275",
"1701189631.377","-805","3171","305","-788",,,
"1701189631.378",,,,,"3169","292",
"1701189631.458","545","2096","239","448","2142","265",
"1701189631.539","-304","233","-244","-248","358","-219",
"1701189631.619","-322","117",,,,,
"1701189631.62",,,"694","-331","136","648",
"1701189631.7","1301","3243","1868","1190","3015","1848",
"1701189631.781","-520","4247","1115","-622","3766","812",
"1701189631.862","-542","3091","-221","-614","2841","-225",
"1701189631.955","740","1615",,,,,
"1701189631.956",,,"102","674","1696","100",
"1701189632.024","-370","1518","166","-323","1487","171",
"1701189632.104","-41","1426","137","-60",,,
"1701189632.105",,,,,"1414","139",
"1701189632.185","301","2539","500","262","2498",,
"1701189632.186",,,,,,"516",
"1701189632.264","219","2904","375","204","2914","400",
"1701189632.345","-994","3185","-205","-911","3180","-151",
"1701189632.426","67","2033","425","7","2140","445",
"1701189632.507","38","446","-66","79","539","-46",
"1701189632.587","-387","-130","436","-384","-124","401",
"1701189632.669","815","3914","2034",,,,
"1701189632.67",,,,"777","3548","1904",
"1701189632.748","-1390","5673","880","-991","5094","804",
"1701189632.828","-1054","2137","-35","-975","2181","-41",
"1701189632.909","405","2059","71","364","2098","54",
"1701189632.999","-257","1459","79","-203","1406","99",
"1701189633.069","109","1328","310","89","1319","285",
"1701189633.15","302","2563","732",,,,
"1701189633.151",,,,"271","2506","690",
"1701189633.231","133","2967","360","110","2973",,
"1701189633.232",,,,,,"406",
"1701189633.312","-932","3175","-203",,,,
"1701189633.313",,,,"-865","3188","-159",
"1701189633.393","150","2067","483","91",,,
"1701189633.394",,,,,"2203","495",
"1701189633.474","-92","173","-221","-30","299","-190",
"1701189633.554","-378","-203","579",,,,
"1701189633.555",,,,"-389","-179","531",
"1701189633.635","178","2750","2334",,,,
"1701189633.636",,,,"169","2576","2189",
"1701189633.714","-653","6041","906","-405","5254","669",
"1701189633.795","-939","2076","-80","-874","2112",,
"1701189633.796",,,,,,"-40",
"1701189633.876","949","1571","-272","856","1729",,
"1701189633.877",,,,,,"-226",
"1701189633.955","-400","1348","293","-335","1358","321",
"1701189634.05","70","1347","96","26","1352","97",
"1701189634.117","160","2683","665",,,,
"1701189634.118",,,,"129","2613","653",
"1701189634.198","328","3136","226","267","3118",,
"1701189634.199",,,,,,"284",
"1701189634.278","-1028","2909",,,,,
"1701189634.279",,,"-363","-952","2936","-320",
"1701189634.359","80","2006","330","35","2122","372",
"1701189634.44","-45","328","-139","-22","423","-117",
"1701189634.521","-43","21","917","-65","24",,
"1701189634.522",,,,,,"836",
"1701189634.602","-63","3084","1931","-49","3124","1813",
"1701189634.681","-1074","888",,,,,
"1701189634.682",,,"233","-1063","1174","280",
"1701189634.762","545","3665","16","439","3475","-16",
"1701189634.843","-116","896","380","-46","1050","373",
"1701189634.923","-67","1436","88","-89","1421","98",
"1701189635.004","-68","1628","202","-88","1624","223",
"1701189635.092","90","2895","827",,,,
"1701189635.093",,,,"67","2830","773",
"1701189635.166","-131","3187",,,,,
"1701189635.167",,,"147","-132","3178","141",
"1701189635.247","-474","3378","565","-502",,,
"1701189635.248",,,,,"3301","442",
"1701189635.328","225","1403",,,,,
"1701189635.329",,,"133","179","1485","144",
"1701189635.408","-573",,,,,,
"1701189635.409",,"-267","-135","-498","-162","-136",
"1701189635.489","289","1498","1391","239","1401","1317",
"1701189635.57","-283","3948",,,,,
"1701189635.571",,,"516","-270","4046","579",
"1701189635.651","-1234","731","-288","-1205","953",,
"1701189635.652",,,,,,"-236",
"1701189635.732","672","2935","184","580","2897","93",
"1701189635.813","116","1525","118","108","1507",,
"1701189635.814",,,,,,"135",
"1701189635.893","-227","1339","258","-208","1382",,
"1701189635.894",,,,,,"225",
"1701189635.974","24",,,,,,
"1701189635.975",,"2027","466","36","2019","408",
"1701189636.054","17","2869","692","42","2833","672",
"1701189636.134","-575","3436","-320","-532",,,
"1701189636.135",,,,,"3371","-253",
"1701189636.215","-701","2668","460",,,,
"1701189636.216",,,,"-672","2690","422",
"1701189636.296","741","1184","-52","645",,,
"1701189636.297",,,,,"1234","-31",
"1701189636.376","-378","-492","-26","-332","-438",,
"1701189636.377",,,,,,"-46",
"1701189636.457","712","3764","2423","661",,,
"1701189636.458",,,,,"3391","2259",
"1701189636.537","-1299","3133","42","-1181","3251","268",
"1701189636.619","-1356","1260","-440","-1256","1513","-340",
"1701189636.699","515","2947","-63","394","2854","-65",
"1701189636.78","78",,,,,,
"1701189636.781",,"1338","100","139","1373","100",
"1701189636.86","-214","1283","302","-208","1270","270",
"1701189636.943","396","2427",,,,,
"1701189636.944",,,"592","365","2363","559",
"1701189637.024","140","2976","438","138",,,
"1701189637.025",,,,,"2966","480",
"1701189637.103","-833","3247","-364","-787","3274",,
"1701189637.104",,,,,,"-269",
"1701189637.184","-116","2222","287","-168","2350","294",
"1701189637.265","130","519","-226",,,,
"1701189637.266",,,,"140","599","-193",
"1701189637.346","-306","-399","417","-316","-375","380",
"1701189637.428","976","2880","2349","888","2680","2152",
"1701189637.508","-610","3000",,,,,
"1701189637.509",,,"527","-741","3027","551",
"1701189637.588","-455","2745",,,,,
"1701189637.589",,,"-429","-483","2702","-383",
"1701189637.669","366","1377","262","360","1528",,
"1701189637.67",,,,,,"236",
"1701189637.75","-16","1368","49","-11","1336","64",
"1701189637.83","-23","1579","7","-43","1541",,
"1701189637.831",,,,,,"32",
"1701189637.911","541","2538","657","442",,,
"1701189637.912",,,,,"2508","658",
"1701189637.991","-168","3353","482","-156",,,
"1701189637.992",,,,,"3292","466",
"1701189638.071","-448","3312","459","-494",,,
"1701189638.072",,,,,"3331","406",
"1701189638.153","267",,,,,,
"1701189638.154",,"2088","214","198","2157","239",
"1701189638.233","-281",,,,,,
"1701189638.234",,"-46","-190","-222","73","-172",
"1701189638.314","55","364","786",,,,
"1701189638.315",,,,"28","376","734",
"1701189638.393","-99",,,,,,
"1701189638.394",,"2452","1350","-113","2616","1375",
"1701189638.474","-1332",,,,,,
"1701189638.475",,"1099","361","-1260","1338","361",
"1701189638.555","279","3017","64",,,,
"1701189638.556",,,,"218","2974","28",
"1701189638.636","285","1353",,,,,
"1701189638.637",,,"480","304","1456","439",
"1701189638.729","1","1293","75","9","1284","80",
"1701189638.798","-48","1569","266","-55","1554",,
"1701189638.799",,,,,,"261",
"1701189638.879","347","2730","989","297",,,
"1701189638.88",,,,,"2712","945",
"1701189638.959","-156","3180","329","-145","3135","347",
"1701189639.04","-192","3605","439","-258",,,
"1701189639.041",,,,,"3590","405",
"1701189639.121","407",,,,,,
"1701189639.122",,"1874","171","366","1924","164",
"1701189639.203","-519","-162","-240","-465","-90","-228",
"1701189639.283","223",,,,,,
"1701189639.284",,"871","870","185","826","812",
"1701189639.362","336","2211",,,,,
"1701189639.363",,,"1400","360","2358","1398",
"1701189639.443","-1295","917","189",,,,
"1701189639.444",,,,"-1220","1275","211",
"1701189639.524","606",,,,,,
"1701189639.525",,"4004","47","447","3753","4",
"1701189639.606","-493","1042","637","-339","1178","619",
"1701189639.686","-64",,,,,,
"1701189639.687",,"1221","47","-78","1220","63",
"1701189639.777","-368","2031","349","-341","1992",,
"1701189639.778",,,,,,"330",
"1701189639.849","294","2799","943","267","2773","872",
"1701189639.929","-390","3204","-120","-349","3152","-55",
"1701189640.009","-675","3172",,,,,
"1701189640.01",,,"382","-625","3111","370",
"1701189640.09","226",,,,,,
"1701189640.091",,"1462","79","177","1505","74",
"1701189640.17","-415","-329","-60",,,,
"1701189640.171",,,,"-382","-250","-70",
"1701189640.252","469",,,,,,
"1701189640.253",,"2489","1784","415","2298","1698",
"1701189640.331","-714",,,,,,
"1701189640.332",,"4934","386","-573","4736","642",
"1701189640.411","-1215",,,,,,
"1701189640.412",,"886","-765","-1255","1037","-582",
"1701189640.494","612","2408","378","549","2558","349",
"1701189640.575","-151","1384","541","-137","1399","522",
"1701189640.655","115","1288","622","96","1245","570",
"1701189640.735","145",,,,,,
"1701189640.736",,"1249","192","139","1241","223",
"1701189640.816","-45","1539",,,,,
"1701189640.817",,,"781","-30","1524","727",
"1701189640.898","587","2284","583","577","2245","568",
"1701189640.976","-1114","4437",,,,,
"1701189640.977",,,"-93","-967","4301","-106",
"1701189641.057","-517","3387","364",,,,
"1701189641.058",,,,"-557","3409","388",
"1701189641.139","347","2754","513","263","2715","526",
"1701189641.219","-567",,,,,,
"1701189641.22",,"-287","-246","-504","-143","-278",
"1701189641.3","153",,,,,,
"1701189641.301",,"-922","488","97","-870","429",
"1701189641.382","-268","4058","2118","-248","3989","1940",
"1701189641.462","-1017",,,,,,
"1701189641.463",,"1301","601","-954","1521","577",
"1701189641.543","209",,,,,,
"1701189641.544",,"3050","-59","120","2961","-75",
"1701189641.624","456","1266","64",,,,
"1701189641.625",,,,"451","1411","64",
"1701189641.705","-30",,,,,,
"1701189641.706",,"1266","240","-16","1275","201",
"1701189641.786","-327","1816","265","-293","1784","247",
"1701189641.864","-214",,,,,,
"1701189641.865",,"2814","844","-210","2769","797",
"1701189641.945","30",,,,,,
"1701189641.946",,"3222","563","-24","3182","494",
"1701189642.027","-119","3560","743","-198","3499","633",
"1701189642.108","-89","1338","207","-112","1459","224",
"1701189642.187","-179","-119",,,,,
"1701189642.188",,,"-32","-122","3","-21",
"1701189642.269","559",,,,,,
"1701189642.27",,"1706","1325","538","1562","1334",
"1701189642.348","-1844",,,,,,
"1701189642.349",,"4225","987","-1577","4042","1140",
"1701189642.428","-1109",,,,,,
"1701189642.429",,"1965","-8","-1050","2029","-2",
"1701189642.51","435","2569","286","396","2648","238",
"1701189642.59","-14","1152","228","0","1197","217",
"1701189642.671","-271","1515","494","-243","1515","449",
"1701189642.75","-69",,,,,,
"1701189642.751",,"1973","349","-75","1934","333",
"1701189642.831","-187",,,,,,
"1701189642.832",,"2815","826","-163","2780","765",
"1701189642.912","-60","2970","444",,,,
"1701189642.913",,,,"-53","2931","418",
"1701189642.994","-329","3025","482","-347","3030","453",
"1701189643.074","11","1598","261",,,,
"1701189643.075",,,,"-14","1662","278",
"1701189643.154","-229",,,,,,
"1701189643.155",,"278","-291","-199","362","-260",
"1701189643.236","280",,,,,,
"1701189643.237",,"912","1159","237","876","1070",
"1701189643.316","94","2327","1289","102","2430","1348",
"1701189643.411","-1229","1717","283","-1225","1908","364",
"1701189643.475","150",,,,,,
"1701189643.476",,"3669","-92","59","3447","-112",
"1701189643.556","96",,,,,,
"1701189643.557",,"1195","118","149","1283","116",
"1701189643.637","-206","1383","327",,,,
"1701189643.638",,,,"-191","1411","311",
"1701189643.718","-87","1438","97","-94","1430","101",
"1701189643.798","-25","2763",,,,,
"1701189643.799",,,"724","-70","2703","706",
"1701189643.879","-203",,,,,,
"1701189643.88",,"3262","351","-230","3220","368",
"1701189643.96","-530","3024","125","-543","3064","172",
"1701189644.04","76",,,,,,
"1701189644.041",,"1707","275","35","1826","313",
"1701189644.121","-179",,,,,,
"1701189644.122",,"188","-215","-131","307","-174",
"1701189644.202","170","356",,,,,
"1701189644.203",,,"954","119","354","883",
"1701189644.281","157","1594",,,,,
"1701189644.282",,,"1683","123","1697","1695",
"1701189644.362","-1138","1671",,,,,
"1701189644.363",,,"519","-1135","1918","607",
"1701189644.472","-12",,,,,,
"1701189644.473",,"3600","-98","-112","3451","-106",
"1701189644.525","440","976","225","432","1175","216",
"1701189644.604","-160","1339",,,,,
"1701189644.605",,,"-43","-157","1311","-23",
"1701189644.686","105","1684","122","84","1677","159",
"1701189644.766","384",,,,,,
"1701189644.767",,"2751","591","289","2696","592",
"1701189644.845","-41","3102","567",,,,
"1701189644.846",,,,"-35","3089","552",
"1701189644.926","-801",,,,,,
"1701189644.927",,"2990","233","-811","3038","224",
"1701189645.007","167",,,,,,
"1701189645.008",,"1807","134","95","1885","166",
"1701189645.087","-163","-10",,,,,
"1701189645.088",,,"-114","-119","96","-96",
"1701189645.168","-123","213",,,,,
"1701189645.169",,,"899","-142","209","849",
"1701189645.249","868","2668","1777",,,,
"1701189645.25",,,,"753","2659","1772",
"1701189645.329","-1185","1738","831",,,,
"1701189645.33",,,,"-1230","1920","792",
"1701189645.409","130",,,,,,
"1701189645.41",,"3812","-25","27","3546","-43",
"1701189645.49","442","960","-208",,,,
"1701189645.491",,,,"458","1106","-204",
"1701189645.57","-84","1553","310","-71","1530","251",
"1701189645.65","-156","1699",,,,,
"1701189645.651",,,"213","-162","1680","199",
"1701189645.731","199",,,,,,
"1701189645.732",,"2708","732","176","2683","722",
"1701189645.811","-69","2891","318","-91","2878","329",
"1701189645.891","-502",,,,,,
"1701189645.892",,"2939","310","-487","2969","319",
"1701189645.972","164",,,,,,
"1701189645.973",,"1830","263","108","1886","278",
"1701189646.054","-142","307","-184","-103","382","-142",
"1701189646.135","-187","398","901",,,,
"1701189646.136",,,,"-209","400","846",
"1701189646.216","1085","2274","1372","965","2330","1404",
"1701189646.297","-572","2992","909","-728","2916","792",
"1701189646.379","-325","2996","-19","-344","2811","-40",
"1701189646.459","566","1661","334","559","1720","303",
"1701189646.552","37","1451","-52",,,,
"1701189646.553",,,,"37","1427","-16",
"1701189646.62","54","1591","296","44","1582","301",
"1701189646.699","461",,,,,,
"1701189646.7",,"2600","484","412","2557","472",
"1701189646.78","44","3093",,,,,
"1701189646.781",,,"340","54","3055","335",
"1701189646.861","-363",,,,,,
"1701189646.862",,"3219","463","-414","3236","413",
"1701189646.943","411","1939","267","323","1966","284",
"1701189647.023","-245","53","-243","-190","157",,
"1701189647.024",,,,,,"-217",
"1701189647.104","0","366","957","-26","363","900",
"1701189647.184","475",,,,,,
"1701189647.185",,"2189","1061","430","2358","1148",
"1701189647.265","-1418","1228",,,,,
"1701189647.266",,,"733","-1375","1486","674",
"1701189647.346","545",,,,,,
"1701189647.347",,"3645","-83","395","3402","-129",
"1701189647.427","192",,,,,,
"1701189647.428",,"1204","552","281","1321","498",
"1701189647.508","181",,,,,,
"1701189647.509",,"1471","179","177","1460","171",
"1701189647.596","97","1563","-15","80","1562","21",
"1701189647.671","849","2722","851","805","2659","789",
"1701189647.751","-134","3312","-175","-112","3245","-98",
"1701189647.832","-687","3421","300","-638","3415","343",
"1701189647.911","552","1513","35","475","1566","32",
"1701189647.992","-586","-233","-291","-505","-128","-285",
"1701189648.072","378","592",,,,,
"1701189648.073",,,"1660","329","590","1572",
"1701189648.154","274","2758","860","342","3061","1022",
"1701189648.234","-1929",,,,,,
"1701189648.235",,"637","-90","-1825","953","-108",
"1701189648.316","415","3102","254","326","3103","168",
"1701189648.397","-91","942","434","-59","1022","389",
"1701189648.478","173","1570","283","159","1565","282",
"1701189648.558","80",,,,,,
"1701189648.559",,"1969","219","78","1939","243",
"1701189648.64","673","2786","873","629","2722","803",
"1701189648.72","-898","3360","-273","-818","3333","-202",
"1701189648.801","-812","2883","635","-756","2889","571",
"1701189648.882","689","1479","190","628","1493","168",
"1701189648.963","-502","-316","12","-425","-258","22",
"1701189649.044","756","2224","1776","670","2106","1674",
"1701189649.125","-1054","4402","311","-870","3996","556",
"1701189649.206","-761","3585","-646","-818","3283","-523",
"1701189649.287","196","1484","366","162","1642","336",
"1701189649.368","-39","1474","54","-60","1440","49",
"1701189649.448","182","1443","329","156","1439","293",
