timestamp(ms),AccelX,AccelY,AccelZ,AccelXExp,AccelYExp,AccelZExp,
"1701189315.017","-120",,,,,,
"1701189315.018",,"6","2050","-124","2","2047",
"1701189315.098","-120",,,,,,
"1701189315.099",,"4","2047","-124","2","2045",
"1701189315.179","-120","5","2050","-124","2","2048",
"1701189315.26","-120","7","2053","-124","2","2048",
"1701189315.339","-120","6","2055","-124","2","2048",
"1701189315.419","-120",,,,,,
"1701189315.42",,"5","2054","-124","2","2048",
"1701189315.5","-120",,,,,,
"1701189315.501",,"5","2051","-124","2","2048",
"1701189315.581","-120",,,,,,
"1701189315.582",,"6","2050","-124","2","2048",
"1701189315.662","-120",,,,,,
"1701189315.663",,"4","2053","-124","2","2048",
"1701189315.743","-120","6","2054","-124","2","2049",
"1701189315.823","-120",,,,,,
"1701189315.824",,"4","2048","-124","2","2046",
"1701189315.905","-130","14","2050","-131","5","2046",
"1701189315.985","-120","4","2054","-119","0","2046",
"1701189316.066","-120","7","2052","-120","0","2047",
"1701189316.146","-120","5","2051","-121","0","2047",
"1701189316.227","-120","7","2050","-121","0","2047",
"1701189316.307","-120","7","2051","-122","0","2047",
"1701189316.387","-120","5","2053","-122","0","2047",
"1701189316.467","-120",,,,,,
"1701189316.468",,"6","2052","-122","0","2046",
"1701189316.567","-120","6","2049","-124","0","2045",
"1701189316.629","-120",,,,,,
"1701189316.63",,"8","2053","-124","0","2046",
"1701189316.711","-120",,,,,,
"1701189316.712",,"6","2048","-124","0","2043",
"1701189316.79","-120",,,,,,
"1701189316.791",,"6","2050","-124","0","2045",
"1701189316.87","-120",,,,,,
"1701189316.871",,"7","2050","-124","0","2047",
"1701189316.952","-120","6","2052","-124","0","2047",
"1701189317.031","-120",,,,,,
"1701189317.032",,"7","2052","-124","0","2047",
"1701189317.113","-120","5","2055","-124","0","2047",
"1701189317.193","-120","8","2051","-124","1","2047",
"1701189317.271","-120",,,,,,
"1701189317.272",,"8","2050","-124","1","2047",
"1701189317.354","-120","5","2053","-124","1","2047",
"1701189317.434","-120","6","2050","-124","1","2047",
"1701189317.514","-120",,,,,,
"1701189317.515",,"6","2053","-124","1","2047",
"1701189317.596","-120","6","2053","-124","1","2047",
"1701189317.676","-120",,,,,,
"1701189317.677",,"5","2050","-124","1","2047",
"1701189317.758","-120","7","2048","-124","1","2046",
"1701189317.839","-120","6","2050","-124","1","2046",
"1701189317.919","-120",,,,,,
"1701189317.92",,"6","2050","-124","1","2046",
"1701189318","-120","8","2049","-124","1","2046",
"1701189318.081","-120","7","2051","-124","1",,
"1701189318.082",,,,,,"2046",
"1701189318.162","-120","7","2049","-124","1","2046",
"1701189318.243","-120","7","2049","-124","2","2045",
"1701189318.324","-120","7","2048","-124","2","2045",
"1701189318.404","-120",,,,,,
"1701189318.405",,"7","2049","-124","2","2045",
"1701189318.486","-120","6","2061","-124","2","2055",
"1701189318.566","-120","6","2052","-124","2","2050",
"1701189318.646","-120",,,,,,
"1701189318.647",,"6","2057","-124","2","2052",
"1701189318.728","-120","6","2053","-124",,,
"1701189318.729",,,,,"2","2048",
"1701189318.807","-120","5","2052","-124","2","2048",
"1701189318.888","-120","6","2052","-124","2","2048",
"1701189318.968","-120",,,,,,
"1701189318.969",,"6","2050","-124","2","2048",
"1701189319.05","-120","6","2048","-124","2","2048",
"1701189319.131","-120","8","2051","-124","2","2048",
"1701189319.212","-120","8","2051","-124","2","2048",
"1701189319.292","-120","7","2056","-124","2","2048",
"1701189319.372","-120",,,,,,
"1701189319.373",,"7","2053","-124","2","2048",
"1701189319.454","-120","7","2053","-124","2","2048",
"1701189319.535","-120","9","2053","-124","2","2048",
"1701189319.616","-120","7","2050","-124","2","2048",
"1701189319.696","-120",,,,,,
"1701189319.697",,"8","2052","-124","2","2045",
"1701189319.778","-120","6","2054",,,,
"1701189319.779",,,,"-124","2","2047",
"1701189319.859","-120","8","2057","-124","2","2051",
"1701189319.954","-120","7","2052","-124","2","2049",
"1701189320.02","-120",,,,,,
"1701189320.021",,"7","2051","-124","2","2049",
"1701189320.101","-120",,,,,,
"1701189320.102",,"7","2051","-124","2","2049",
"1701189320.183","-120","7","2053","-124","2","2048",
"1701189320.263","-120","6","2055","-124","2","2049",
"1701189320.344","-120","6","2050","-124","2","2049",
"1701189320.425","-120","8","2051","-124","2",,
"1701189320.426",,,,,,"2048",
"1701189320.506","-120",,,,,,
"1701189320.507",,"6","2047","-124","2",,
"1701189320.508",,,,,,"2046",
"1701189320.587","-120","5","2050","-124","2","2046",
"1701189320.668","-120","6","2052","-124","2","2047",
"1701189320.749","-120","6","2052","-124","2",,
"1701189320.75",,,,,,"2047",
"1701189320.83","-120","5",,,,,
"1701189320.831",,,"2050","-124","2","2046",
"1701189320.91","-120",,,,,,
"1701189320.911",,"7","2055","-124","2","2047",
"1701189320.991","-120","7","2053","-124","2","2047",
"1701189321.072","-120","7","2054","-124","2","2047",
"1701189321.153","-120","5",,,,,
"1701189321.154",,,"2051","-124","2","2046",
"1701189321.234","-120",,,,,,
"1701189321.235",,"6","2052","-124","2","2046",
"1701189321.315","-120",,,,,,
"1701189321.316",,"7","2052","-124","2","2047",
"1701189321.397","-120","6","2049","-124","2","2046",
"1701189321.478","-120","7","2053",,,,
"1701189321.479",,,,"-124","2","2047",
"1701189321.559","-120","8",,,,,
"1701189321.56",,,"2051","-124","2","2047",
"1701189321.64","-120","6","2051","-124","2","2047",
"1701189321.721","-120",,,,,,
"1701189321.722",,"7","2052","-124","2","2047",
"1701189321.802","-120","6","2052","-124","2","2047",
"1701189321.882","-120","5","2054","-124","2","2047",
"1701189321.963","-120","6","2053","-124","2","2047",
"1701189322.064","-120","7","2052","-124","2",,
"1701189322.065",,,,,,"2048",
"1701189322.125","-120","7","2052","-124","2","2046",
"1701189322.209","-120",,,,,,
"1701189322.21",,"8","2053","-124",,,
"1701189322.211",,,,,"2","2049",
"1701189322.286","-120","6","2054","-124","2","2049",
"1701189322.367","-120","5","2054","-124","2","2049",
"1701189322.446","-120","7","2050","-124","2","2047",
"1701189322.527","-120","7","2053","-124",,,
"1701189322.528",,,,,"2","2048",
"1701189322.608","-120","7","2050","-124","2","2046",
"1701189322.689","-120","7",,,,,
"1701189322.69",,,"2051","-124","2",,
"1701189322.692",,,,,,"2046",
"1701189322.77","-120","6","2051","-124","2","2046",
"1701189322.851","-120","7","2053","-124","2","2045",
"1701189322.931","-120","7","2051","-124","2","2046",
"1701189323.009","-120",,,,,,
"1701189323.01",,"6","2054","-124","2","2049",
"1701189323.107","-120","6","2053","-124","2","2048",
"1701189323.17","-120","7","2052","-124","2","2048",
"1701189323.251","-120","8","2051","-124","2","2048",
"1701189323.332","-120","6","2051","-124","2","2048",
"1701189323.412","-120",,,,,,
"1701189323.413",,"6","2050","-124","2","2049",
"1701189323.493","-120",,,,,,
"1701189323.494",,"6","2051","-124","2","2049",
"1701189323.575","-120","5","2052","-124","2","2049",
"1701189323.655","-120",,,,,,
"1701189323.656",,"8","2053","-124","2","2049",
"1701189323.737","-120","7","2051","-124","2","2049",
"1701189323.818","-120","6","2050","-124","2","2049",
"1701189323.897","-120","6","2054","-124","2","2049",
"1701189323.978","-120","7",,,,,
"1701189323.979",,,"2052","-124","2","2049",
"1701189324.059","-120","7","2051","-124","2","2049",
"1701189324.155","-120","5","2053","-124","2","2049",
"1701189324.221","-120","7","2053","-124","2","2049",
"1701189324.302","-120","5","2051","-124","2","2048",
"1701189324.383","-120","5","2051","-124","2","2048",
"1701189324.464","-120","7","2052","-124","2","2048",
"1701189324.545","-120","6","2052","-124","2","2048",
"1701189324.626","-120","6","2054","-124","2","2048",
"1701189324.707","-120","6","2052","-124","2","2048",
"1701189324.788","-120","6","2051","-124","2","2048",
"1701189324.868","-120","6","2050","-124","2","2048",
"1701189324.949","-120","7","2054","-124","2","2048",
"1701189325.03","-120","8","2052","-124","2","2048",
"1701189325.111","-120","8","2051","-124","2","2048",
"1701189325.193","-120","4","2052","-124","2","2048",
"1701189325.273","-120","6","2053","-124","2","2048",
"1701189325.354","-120","5","2048","-124","2","2044",
"1701189325.434","-120","8","2056","-124","2","2051",
"1701189325.515","-120","7","2054","-124","2","2049",
"1701189325.596","-120","7","2055","-124","2","2049",
"1701189325.677","-120","6","2054","-124","2",,
"1701189325.678",,,,,,"2052",
"1701189325.758","-120","6","2052","-124","2","2051",
"1701189325.837","-120","7","2053","-124","2","2051",
"1701189325.918","-120",,,,,,
"1701189325.919",,"6","2051","-124","2","2050",
"1701189325.999","-120","6","2049","-124","2","2048",
"1701189326.08","-120","8","2052","-124","2","2046",
"1701189326.161","-120","7","2051","-124",,,
"1701189326.162",,,,,"2","2047",
"1701189326.241","-120","6","2056","-124","2","2047",
"1701189326.322","-120",,,,,,
"1701189326.323",,"6","2052","-124","2","2047",
"1701189326.403","-120","6","2052",,,,
"1701189326.404",,,,"-124","2","2047",
"1701189326.484","-120","6","2050","-124","2","2046",
"1701189326.565","-120","8","2051","-124","2","2047",
"1701189326.646","-120","7","2051","-124","2","2047",
"1701189326.727","-120","8","2054","-124","2","2047",
"1701189326.808","-120","6","2051","-124","2","2047",
"1701189326.888","-120","8","2055","-124",,,
"1701189326.889",,,,,"2","2047",
"1701189326.969","-120","5","2047","-124","2","2045",
"1701189327.048","-120","7","2051","-124","2","2045",
"1701189327.129","-120","8","2054","-124","2","2049",
"1701189327.21","-120","8","2052","-124","2","2049",
"1701189327.291","-120","8","2051","-124","2","2049",
"1701189327.372","-120","4","2050",,,,
"1701189327.373",,,,"-124","2","2046",
"1701189327.453","-120","5","2050","-124","2","2046",
"1701189327.534","-120","7","2051","-124","2","2046",
"1701189327.615","-120","7","2053","-124","2","2046",
"1701189327.696","-120","6","2054","-124","2","2046",
"1701189327.783","-120",,,,,,
"1701189327.784",,"5","2054","-124","2","2047",
"1701189327.857","-120","6","2054","-124","2","2047",
"1701189327.94","-120","6","2053","-124","2","2047",
"1701189328.02","-120","5","2049","-124","2",,
"1701189328.021",,,,,,"2046",
"1701189328.101","-120","7","2053","-124","2","2046",
"1701189328.182","-120","8","2051","-124",,,
"1701189328.183",,,,,"2","2046",
"1701189328.263","-120",,,,,,
"1701189328.264",,"8","2052","-124","2","2046",
"1701189328.344","-120","7","2050","-124","2","2047",
"1701189328.423","-120","7","2051","-124","2","2047",
"1701189328.504","-120","6","2052","-124","2","2047",
"1701189328.585","-120","7","2051","-124","2","2047",
"1701189328.666","-120","7","2053","-124","2","2047",
"1701189328.747","-120","8","2053","-124","2","2047",
"1701189328.836","-120","8","2053","-124","2","2047",
"1701189328.909","-120","8","2054","-124","2",,
"1701189328.91",,,,,,"2047",
"1701189328.99","-120","8","2052","-124","2","2047",
"1701189329.071","-120","7","2051","-124",,,
"1701189329.072",,,,,"2","2047",
"1701189329.152","-120","7","2053","-124","2","2047",
"1701189329.231","-120","8","2049","-124",,,
"1701189329.232",,,,,"2","2047",
"1701189329.312","-120","7","2055","-124","2","2047",
"1701189329.393","-120","5","2052","-124","2","2047",
"1701189329.474","-120","6","2052","-124","2","2047",
"1701189329.553","-120","7","2054","-124","2","2047",
"1701189329.634","-120","8","2052",,,,
"1701189329.635",,,,"-124","2","2047",
"1701189329.715","-120","7","2054","-124","2","2047",
"1701189329.795","-120","6","2053","-124","2","2047",
"1701189329.889","-120","5","2052","-124","2","2047",
"1701189329.955","-120","6","2052",,,,
"1701189329.956",,,,"-124","2","2047",
"1701189330.036","-120","7","2050","-124","2","2046",
"1701189330.117","-120","6","2052","-124","2","2046",
"1701189330.198","-120","7","2049","-124","2","2046",
"1701189330.279","-120","7","2053","-124",,,
"1701189330.28",,,,,"2","2046",
"1701189330.36","-120","8","2051","-124",,,
"1701189330.361",,,,,"2","2046",
"1701189330.441","-120","7","2053","-124",,,
"1701189330.442",,,,,"2","2046",
"1701189330.522","-120","8","2049","-124","2","2046",
"1701189330.603","-120","7","2052","-124","2","2046",
"1701189330.684","-120","7","2052","-124","2","2046",
"1701189330.765","-120","7","2051","-124","2","2046",
"1701189330.846","-120","7","2051","-124","2","2046",
"1701189330.941","-120","8","2052","-124","2","2046",
"1701189331.008","-120","5","2050","-124","2","2046",
"1701189331.088","-120","6","2052","-124","2",,
"1701189331.089",,,,,,"2046",
"1701189331.169","-120","8","2056","-124","2","2047",
"1701189331.25","-120","7","2052","-124","2","2047",
"1701189331.331","-120","7","2050",,,,
"1701189331.332",,,,"-124","2","2047",
"1701189331.412","-120","9","2052","-124",,,
"1701189331.413",,,,,"2","2047",
"1701189331.493","-120","7",,,,,
"1701189331.494",,,"2052","-124","2","2045",
"1701189331.572","-120","8","2053",,,,
"1701189331.573",,,,"-124","2","2046",
"1701189331.653","-120","7","2052","-124",,,
"1701189331.654",,,,,"2","2046",
"1701189331.734","-120","8","2052","-124","2","2046",
"1701189331.815","-120","6","2051",,,,
"1701189331.816",,,,"-124","2","2046",
"1701189331.896","-120","5","2051","-124","2","2046",
"1701189331.984","-120","4","2053",,,,
"1701189331.985",,,,"-124","2","2046",
"1701189332.058","-120",,,,,,
"1701189332.059",,"6","2052","-124","2","2046",
"1701189332.139","-120","7","2054","-124","2",,
"1701189332.14",,,,,,"2046",
"1701189332.22","-120",,,,,,
"1701189332.221",,"7","2054","-124","2","2049",
"1701189332.301","-120","8","2052","-124","2","2049",
"1701189332.381","-120","7",,,,,
"1701189332.382",,,"2055","-124","2","2049",
"1701189332.462","-120","5","2047","-124","2",,
"1701189332.463",,,,,,"2045",
"1701189332.545","-120","8","2052","-124","2","2045",
"1701189332.624","-120","7","2052","-124","2","2045",
"1701189332.705","-120","6",,,,,
"1701189332.706",,,"2053","-124","2","2046",
"1701189332.786","-120","7","2054","-124","2",,
"1701189332.787",,,,,,"2046",
"1701189332.867","-120","7","2053","-124","2","2046",
"1701189332.948","-120","7","2051","-124","2",,
"1701189332.949",,,,,,"2046",
"1701189333.029","-120",,,,,,
"1701189333.03",,"6","2051","-124","2","2046",
"1701189333.11","-120","7","2051","-124","2","2046",
"1701189333.191","-120","8","2052","-124","2","2046",
"1701189333.271","-120","7","2054","-124","2","2046",
"1701189333.352","-120","8",,,,,
"1701189333.353",,,"2052","-124","2","2046",
"1701189333.433","-120","9","2053","-124","2","2046",
"1701189333.514","-120","7","2050",,,,
"1701189333.515",,,,"-124","2","2046",
"1701189333.595","-120","7","2052","-124","2","2046",
"1701189333.675","-120","8","2052","-124",,,
"1701189333.676",,,,,"2","2046",
"1701189333.757","-120","7","2050","-124","2",,
"1701189333.758",,,,,,"2046",
"1701189333.836","-120","7","2053","-124",,,
"1701189333.837",,,,,"2","2046",
"1701189333.917","-120","6","2053","-124","2","2049",
"1701189333.998","-120","5","2055","-124","2","2049",
"1701189334.081","-120","6","2052","-124","2","2049",
"1701189334.162","-120","7","2053","-124","2",,
"1701189334.163",,,,,,"2049",
"1701189334.243","-120","6","2052",,,,
"1701189334.244",,,,"-124","2","2049",
"1701189334.322","-120","7",,,,,
"1701189334.323",,,"2051","-124","2","2049",
"1701189334.403","-120","6","2053","-124","2","2049",
"1701189334.484","-120","7","2052",,,,
"1701189334.485",,,,"-124","2","2049",
"1701189334.575","-120",,,,,,
"1701189334.576",,"6","2050","-124","2","2049",
"1701189334.646","-120","7",,,,,
"1701189334.647",,,"2053","-124","2","2049",
"1701189334.727","-120","7","2053",,,,
"1701189334.728",,,,"-124","2","2049",
"1701189334.808","-120","7","2051","-124",,,
"1701189334.809",,,,,"2","2049",
"1701189334.888","-120","8","2053","-124",,,
"1701189334.889",,,,,"2","2049",
"1701189334.998","-120","7","2051","-124","2","2049",
"1701189335.05","-120","7","2051","-124","2",,
"1701189335.051",,,,,,"2046",
"1701189335.131","-120",,,,,,
"1701189335.132",,"6","2049","-124","2","2046",
"1701189335.212","-120","5","2052","-124","2",,
"1701189335.213",,,,,,"2049",
"1701189335.293","-120","5","2051","-124","2",,
"1701189335.294",,,,,,"2048",
"1701189335.375","-120","6","2056","-124","2","2051",
"1701189335.454","-120",,,,,,
"1701189335.455",,"7","2055","-124","2","2050",
"1701189335.536","-120","7","2051","-124","2","2049",
"1701189335.629","-120","5","2050","-124","2","2045",
"1701189335.697","-120","7","2052","-124","2","2045",
"1701189335.778","-120",,,,,,
"1701189335.779",,"6","2046","-124","2","2044",
"1701189335.86","-120","7","2050","-124","2","2048",
"1701189335.939","-120","7","2052","-124","2","2049",
"1701189336.02","-120","8","2049","-124","2","2046",
"1701189336.1","-120","6","2050","-124","2","2047",
"1701189336.181","-120","5","2051","-124","2","2047",
"1701189336.261","-120",,,,,,
"1701189336.262",,"7","2053","-124","2","2049",
"1701189336.342","-120","6","2053","-124","2",,
"1701189336.343",,,,,,"2049",
"1701189336.422","-120","7","2057",,,,
"1701189336.423",,,,"-124","2","2052",
"1701189336.503","-120","4","2053",,,,
"1701189336.504",,,,"-124","2","2051",
"1701189336.585","-120","7","2053","-124","2","2041",
"1701189336.667","-120","4","2054","-124","2","2044",
"1701189336.746","-120","6","2054","-124","2","2046",
"1701189336.826","-120","7","2050","-124",,,
"1701189336.827",,,,,"2","2044",
"1701189336.905","-120","7","2050","-124","2",,
"1701189336.906",,,,,,"2045",
"1701189336.986","-120","7","2049",,,,
"1701189336.987",,,,"-124","2","2044",
"1701189337.067","-120","7","2051",,,,
"1701189337.068",,,,"-124","2","2044",
"1701189337.148","-120","9",,,,,
"1701189337.149",,,"2045","-124","2","2039",
"1701189337.227","-120","7","2048","-124",,,
"1701189337.228",,,,,"2","2043",
"1701189337.308","-120","7","2050","-124","2",,
"1701189337.309",,,,,,"2047",
"1701189337.386","-135","27",,,,,
"1701189337.387",,,"2048","-134","21","2047",
"1701189337.467","-135","62","2051","-135",,,
"1701189337.468",,,,,"59","2047",
"1701189337.548","-125","-3","2052",,,,
"1701189337.549",,,,"-124","-1","2050",
"1701189337.628","-115","11","2054",,,,
"1701189337.629",,,,"-119","6","2048",
"1701189337.709","-120",,,,,,
"1701189337.71",,"13","2050","-125","7","2044",
"1701189337.792","-120","9","2053","-114","2",,
"1701189337.793",,,,,,"2046",
"1701189337.872","-105","29","2052","-109",,,
"1701189337.873",,,,,"24","2046",
"1701189337.953","-120","-22","2050","-123","-24","2046",
"1701189338.035","-138","7","2048","-142","1","2045",
"1701189338.113","-120","9","2050","-128",,,
"1701189338.114",,,,,"2","2046",
"1701189338.193","-120",,,,,,
"1701189338.194",,"1","2050","-125","0","2046",
"1701189338.274","-120","3","2051",,,,
"1701189338.275",,,,"-125","0","2046",
"1701189338.354","-120","49","2055","-120","41","2046",
"1701189338.435","-126","138","2050","-125","125","2048",
"1701189338.515","-150","-223","2047","-152","-185",,
"1701189338.516",,,,,,"2045",
"1701189338.596","-120","-10","2051",,,,
"1701189338.597",,,,"-130","-20","2046",
"1701189338.678","-120","0","2049","-129","0","2046",
"1701189338.758","-96","0","2049","-91","-1","2048",
"1701189338.837","-210",,,,,,
"1701189338.838",,"-14","2107","-248","-15","2089",
"1701189338.916","-468","227","2786",,,,
"1701189338.917",,,,"-459","155","2693",
"1701189338.998","184","51","2390","158","65","2406",
"1701189339.077","632","-58","2051","625","-57","2060",
"1701189339.157","295","78","1879","311","76",,
"1701189339.158",,,,,,"1885",
"1701189339.238","-289",,,,,,
"1701189339.239",,"359","1683","-256","350","1682",
"1701189339.319","-445","787","1834",,,,
"1701189339.32",,,,"-438","763","1820",
"1701189339.4","-305","718","1835","-301",,,
"1701189339.401",,,,,"732","1851",
"1701189339.481","-142",,,,,,
"1701189339.482",,"744","1988","-154","740","1984",
"1701189339.563","11","858","2217","1","842","2196",
"1701189339.643","93","755","2079",,,,
"1701189339.644",,,,"87","763","2090",
"1701189339.724","236",,,,,,
"1701189339.725",,"724","2003","220","725","2011",
"1701189339.804","329","680","2059","324","681","2058",
"1701189339.885","200","736","2183","202","724","2157",
"1701189339.966","338","632","1882","330",,,
"1701189339.967",,,,,"630","1890",
"1701189340.047","435","716","1651",,,,
"1701189340.048",,,,"429","712","1668",
"1701189340.126","453",,,,,,
"1701189340.127",,"733","1601","440","726","1603",
"1701189340.207","472","866","1666","463","852","1652",
"1701189340.287","604","952","1785","587","944","1776",
"1701189340.368","477","1243","1882",,,,
"1701189340.369",,,,"484","1231","1858",
"1701189340.449","508","1103","1452","497","1114","1483",
"1701189340.528","588","1033","1142","589","1034","1143",
"1701189340.609","823","1160","1240","821",,,
"1701189340.61",,,,,"1132","1222",
"1701189340.688","1085","1182","1250","1061","1180","1252",
"1701189340.77","953","1259","1661","959","1251",,
"1701189340.771",,,,,,"1628",
"1701189340.849","439","989","1733","458","997","1719",
"1701189340.93","428","614",,,,,
"1701189340.931",,,"2016","413","629","1991",
"1701189341.011","58","430","1906","73","432","1896",
"1701189341.09","-164","266","1446","-160",,,
"1701189341.091",,,,,"273","1474",
"1701189341.171","444",,,,,,
"1701189341.172",,"14","1353","409","28","1372",
"1701189341.252","1076","-401","1461","1048","-393","1467",
"1701189341.333","1268","-299","2077","1257","-331","2044",
"1701189341.411","1809","-204","2317","1793","-217","2304",
"1701189341.492","1236","-420","1892",,,,
"1701189341.493",,,,"1339","-378","1911",
"1701189341.573","1032","-498",,,,,
"1701189341.574",,,"1982","1045","-519","1936",
"1701189341.654","1019","-910","1559","1023","-910","1561",
"1701189341.735","804","-853","1782","819",,,
"1701189341.736",,,,,"-853","1772",
"1701189341.815","991",,,,,,
"1701189341.816",,"-691","1774","962","-698","1786",
"1701189341.896","1232","-580","1201","1213",,,
"1701189341.897",,,,,"-590","1220",
"1701189341.977","1190","-690","1466",,,,
"1701189341.978",,,,"1183","-684","1467",
"1701189342.058","1068","-932","1418","1103","-903","1444",
"1701189342.137","1984",,,,,,
"1701189342.138",,"-12","2204","1932","-55","2173",
"1701189342.219","928","-516","1912","965","-492","1925",
"1701189342.299","545","-1002","1142","569",,,
"1701189342.3",,,,,"-981","1165",
"1701189342.383","1146","-676","1647","1136","-691","1628",
"1701189342.457","787","-902","1969","805","-893","1941",
"1701189342.539","710","-1058","1335",,,,
"1701189342.54",,,,"710","-1059","1349",
"1701189342.621","890","-1040","1126","908","-1047","1116",
"1701189342.701","2172","-11",,,,,
"1701189342.702",,,"1743","2085","-66","1734",
"1701189342.782","1017","-769","1122","1057","-743",,
"1701189342.783",,,,,,"1155",
"1701189342.863","1120",,,,,,
"1701189342.864",,"-522","1624","1148","-510","1640",
"1701189342.942","907","-631","1606","926","-629","1612",
"1701189343.023","1740","-913","1372",,,,
"1701189343.024",,,,"1659","-905","1412",
"1701189343.105","1035","-947","1566","1075","-960","1561",
"1701189343.184","1153","-883","1334","1146","-883",,
"1701189343.185",,,,,,"1373",
"1701189343.265","1070","-1069","1296","1063","-1067",,
"1701189343.266",,,,,,"1281",
"1701189343.346","1086","-861","1688",,,,
"1701189343.347",,,,"1068","-885","1667",
"1701189343.429","891","-1085","1458","910","-1075","1443",
"1701189343.506","869",,,,,,
"1701189343.507",,"-1195","1497","889","-1197","1467",
"1701189343.587","1325","-679","1884","1300",,,
"1701189343.588",,,,,"-711","1854",
"1701189343.668","2021","-259","1854","1989",,,
"1701189343.669",,,,,"-276","1858",
"1701189343.748","1633","-386",,,,,
"1701189343.749",,,"1185","1661","-385","1199",
"1701189343.83","1007","-611","879","1018","-594","898",
"1701189343.91","497","-753",,,,,
"1701189343.911",,,"686","513","-753","714",
"1701189343.991","553","-785","1126","556","-796",,
"1701189343.992",,,,,,"1093",
"1701189344.071","1192","-580","1258","1159","-575","1271",
"1701189344.152","2098","-523","1192",,,,
"1701189344.153",,,,"2048","-491","1219",
"1701189344.233","1694",,,,,,
"1701189344.234",,"-73","1788","1721","-111","1732",
"1701189344.314","1728","-269","1641","1728","-275","1624",
"1701189344.395","1449","-383",,,,,
"1701189344.396",,,"1499","1468","-393","1496",
"1701189344.474","1493","-247","1548",,,,
"1701189344.475",,,,"1494","-267","1525",
"1701189344.555","1398",,,,,,
"1701189344.556",,"-417","1143","1429","-418","1140",
"1701189344.636","1393","-491",,,,,
"1701189344.637",,,"1114","1498","-485","1122",
"1701189344.715","1996","-455","682","2048","-481","648",
"1701189344.797","2081","-530","804","2054","-508","809",
"1701189344.877","1961","-668","1024",,,,
"1701189344.878",,,,"1934","-693","952",
"1701189344.958","2113","-1445","-130",,,,
"1701189344.959",,,,"2130","-1382","-84",
"1701189345.04","2009","-1089","347","2036","-1101","293",
"1701189345.122","1873","-1083","939","1885","-1093","858",
"1701189345.2","1434",,,,,,
"1701189345.201",,"-840","-69","1518","-801","2",
"1701189345.281","2005",,,,,,
"1701189345.282",,"-709","514","1973","-696","489",
"1701189345.361","1920","-734","128","1935","-730","126",
"1701189345.44","1569",,,,,,
"1701189345.441",,"-731","-256","1600","-731","-247",
"1701189345.523","2109","-668","203","2063","-677","165",
"1701189345.601","2060","-835","141","2053","-832","143",
"1701189345.682","1988",,,,,,
"1701189345.683",,"-845","187","1984","-846","162",
"1701189345.762","1745","-759","-47",,,,
"1701189345.763",,,,"1766","-769","-60",
"1701189345.843","2545","-635","-114","2521",,,
"1701189345.844",,,,,"-648","-122",
"1701189345.922","1746","-548",,,,,
"1701189345.923",,,"-398","1802","-552","-394",
"1701189346.003","1908","-357",,,,,
"1701189346.004",,,"-476","1866","-373","-484",
"1701189346.084","2319",,,,,,
"1701189346.085",,"-71","-313","2304","-92","-336",
"1701189346.164","1799",,,,,,
"1701189346.165",,"-275","-143","1813","-253","-138",
"1701189346.245","1744","-307","419","1735",,,
"1701189346.246",,,,,"-297","396",
"1701189346.326","1866","-389","484","1850","-384",,
"1701189346.327",,,,,,"478",
"1701189346.407","2113",,,,,,
"1701189346.408",,"-450","465","2096","-461","453",
"1701189346.489","1754","-501","402","1788","-502","400",
"1701189346.569","1971",,,,,,
"1701189346.57",,"-528","446","1957","-530","437",
"1701189346.65","1977",,,,,,
"1701189346.651",,"-542","-59","1974","-543","-33",
"1701189346.732","2429","-380","-203","2407","-400","-197",
"1701189346.812","2384","74","-395","2387","62","-383",
"1701189346.894","2388","558","-492","2408","520","-496",
"1701189346.974","2296","686","-900","2323",,,
"1701189346.975",,,,,"670","-910",
"1701189347.055","1404",,,,,,
"1701189347.056",,"232","-1135","1470","259","-1143",
"1701189347.137","1383","239","-1096","1387","231","-1103",
"1701189347.215","930","91",,,,,
"1701189347.216",,,"-1553","927","91","-1521",
"1701189347.296","425","165","-1598","434","144",,
"1701189347.297",,,,,,"-1595",
"1701189347.378","536","-35","-1960","534","-28","-1943",
"1701189347.458","598","125","-2064",,,,
"1701189347.459",,,,"590","111","-2080",
"1701189347.537","900","250",,,,,
"1701189347.538",,,"-2301","871","226","-2282",
"1701189347.618","932",,,,,,
"1701189347.619",,"19","-1857","925","15","-1895",
"1701189347.699","789","51","-1266","791","47","-1308",
"1701189347.779","1334","359","-1098",,,,
"1701189347.78",,,,"1305","330","-1095",
"1701189347.86","1767","7","-1757",,,,
"1701189347.861",,,,"1743","17","-1734",
"1701189347.941","1305",,,,,,
"1701189347.942",,"53","-1459","1313","54","-1474",
"1701189348.02","1731","302",,,,,
"1701189348.021",,,"-1519","1705","291","-1506",
"1701189348.101","2312","602",,,,,
"1701189348.102",,,"-1991","2285","582","-1979",
"1701189348.182","2254","252",,,,,
"1701189348.183",,,"-2423","2282","250","-2426",
"1701189348.264","1450","149","-1413","1497","157","-1465",
"1701189348.345","858","886","-678","873","833","-697",
"1701189348.423","1572","1023",,,,,
"1701189348.424",,,"-1367","1524","1003","-1337",
"1701189348.505","1046",,,,,,
"1701189348.506",,"854","-727","1058","865","-757",
"1701189348.586","1133",,,,,,
"1701189348.587",,"1068","-736","1118","1063","-726",
"1701189348.666","1082","843","-173","1082","843","-207",
"1701189348.747","1648","1002","-247","1601","984","-240",
"1701189348.825","1805","996",,,,,
"1701189348.826",,,"-43","1788","988","-53",
